SL. No,JOURNAL TITLE,SPECIMEN,SHAPE CODE,Boundary condition,Loading condition,Fy,Fu,E,ν,t,L,bw,bf1,bf2,bl1,bl2,q,r,HOLE SHAPE,l hole,h hole,r hole,Number Of Holes in Channel,Distance from top to centre of first hole Y,Distance from left  to centre of first hole X,Centre to centre distance between adjesent holes in X direction  Sx,Ultimate  Buckiling Strength (Mtest),Ultimate  Buckiling Strength (MFEM),Failure Mode,AISI,Eurocode 3,AS/NZS,y,y_from_fem,inconsistent_no_hole_metadata,inconsistent_sx_for_single_hole,geometry_signature,outlier_y_iqr
272,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,,5.49,elongated,240,96,48,1,120,2000,,,9.95,Lateral-torsional+Local,,,,9.95,True,False,False,3a6058d025c067e5a6096f88eb27c737,False
273,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,,5.49,elongated,292,96,48,1,120,2000,,,9.65,Lateral-torsional+Local,,,,9.65,True,False,False,2a073d35b4747a6a661c8b9d5dda6feb,False
274,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,,5.49,elongated,240,120,60,1,120,2000,,,10.02,Lateral-torsional+Local,,,,10.02,True,False,False,35b086c56c1da39f676a89c278f18d32,False
275,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,,5.49,elongated,240,96,48,1,120,2000,,,9.38,Lateral-torsional+Local,,,,9.38,True,False,False,3a6058d025c067e5a6096f88eb27c737,False
276,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,,5.49,elongated,288,144,72,1,120,2000,,,8.97,Lateral-torsional+Local,,,,8.97,True,False,False,59fecd56b78272f1d5e6a484b879111d,False
277,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,,5.49,elongated,360,144,72,1,120,2000,,,9.9,Lateral-torsional+Local,,,,9.9,True,False,False,32aaa2ed42c53faed9459296d9a47a07,False
278,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,,5.49,elongated,432,144,72,1,120,2000,,,9.27,Lateral-torsional+Local,,,,9.27,True,False,False,acad8dbfe68453bbe86deaac24b75ea7,False
279,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,,6.33,elongated,232,116,58,1,145,2000,,,8.67,Lateral-torsional+Local,,,,8.67,True,False,False,4a3b5d46e3e56b67a0534c3407129cca,False
280,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,,6.33,elongated,290,116,58,1,145,2000,,,16.55,Lateral-torsional+Local,,,,16.55,True,False,False,f5814afc550613e91b5d98ff95df50a8,False
281,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,,6.33,elongated,290,145,72.5,1,145,2000,,,15.08,Lateral-torsional+Local,,,,15.08,True,False,False,58a87aa47bf76dabb1dbabb997624f4f,False
282,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,,6.33,elongated,362.5,145,72.5,1,145,2000,,,16.2,Lateral-torsional+Local,,,,16.2,True,False,False,a9c9456452c123728eaef475c3bd517a,False
283,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,,6.33,elongated,348,174,87,1,145,2000,,,15.46,Lateral-torsional+Local,,,,15.46,True,False,False,5a518b3aee9b0e1de4087aca08657ee4,False
284,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,,6.33,elongated,435,174,87,1,145,2000,,,14.68,Lateral-torsional+Local,,,,14.68,True,False,False,fbd1fa24cec5dd06582e6970f5ac1806,False
285,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,,6.33,elongated,522,174,87,1,145,2000,,,15.7,Lateral-torsional+Local,,,,15.7,True,False,False,1661bd3b90b4b91d0c93ee7f1a041f5f,False
286,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,192,96,48,1,120,3000,,,10.89,Lateral-torsional+Local,,,,10.89,True,False,False,c9569ab083fca0d777de5affdb50c53f,False
287,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,192,96,48,3,120,2478,570,,10.69,Lateral-torsional+Local,,,,10.69,True,False,False,e673cac1a62758dc197dc18bc191f946,False
288,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,240,96,48,1,120,3000,,,10.37,Lateral-torsional+Local,,,,10.37,True,False,False,dca14988b4f1fa478dad1bdc7855d8c1,False
289,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,240,96,48,3,120,2430,570,,10.08,Lateral-torsional+Local,,,,10.08,True,False,False,ce18f7262e7c08225218a62d1835e574,False
290,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,288,96,48,1,120,3048,,,9.95,Lateral-torsional+Local,,,,9.95,True,False,False,963c279579687325cf65d7816d746cda,False
291,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,288,96,48,3,120,2502,498,,9.22,Lateral-torsional+Local,,,,9.22,True,False,False,7c92c4df9bd7cd02299e19fe67d53071,False
292,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,240,120,60,3,120,3000,,,10.33,Lateral-torsional+Local,,,,10.33,True,False,False,7a5b9a94283420d8345ade98fccb8343,False
293,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,240,120,60,3,120,2430,570,,9.19,Lateral-torsional+Local,,,,9.19,True,False,False,3f06e4a668e410a05799a101e5c95d37,False
294,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,300,120,60,1,120,3000,,,9.74,Lateral-torsional+Local,,,,9.74,True,False,False,0a0dce3d81eec912054cde6bbc93e2f6,False
295,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,300,120,60,3,120,2520,480,,8.78,Lateral-torsional+Local,,,,8.78,True,False,False,fd64c2006a42e1fe9eafbc7b96757843,False
296,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,360,120,60,1,120,3000,,,9.18,Lateral-torsional+Local,,,,9.18,True,False,False,6fd7f9f6f4f02162595aa7e4e1dc547e,False
297,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,360,120,60,3,120,2610,390,,8.39,Lateral-torsional+Local,,,,8.39,True,False,False,fa2f4ff05f6cc78261f9adaf55d8357b,False
298,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,288,144,72,1,120,3000,,,10.2,Lateral-torsional+Local,,,,10.2,True,False,False,c617f30653fa0f185c22161c0b2a62b0,False
299,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,288,144,72,3,120,2502,498,,8.91,Lateral-torsional+Local,,,,8.91,True,False,False,0bd195310aa0697ac0d23496e708abcc,False
300,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,360,144,72,1,120,3000,,,9.63,Lateral-torsional+Local,,,,9.63,True,False,False,0c41e698174bd6f8aa4d6c418a25888e,False
301,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,360,144,72,3,120,2610,390,,8.16,Lateral-torsional+Local,,,,8.16,True,False,False,806dd35b8cdadc4f4ba02e0cf8b5a056,False
302,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,432,144,72,1,120,3000,,,8.87,Lateral-torsional+Local,,,,8.87,True,False,False,71571da1f7eb7125db563b7f1600c8ac,False
303,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,,5.49,elongated,432,144,72,3,120,2718,282,,7.59,Lateral-torsional+Local,,,,7.59,True,False,False,aa1c6d696208367d9a2169f48101faff,False
304,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,232,116,58,1,145,3000,,,15.85,Lateral-torsional+Local,,,,15.85,True,False,False,2176bd19b6945c30e88bb85619db4a04,False
305,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,232,116,58,3,145,2418,582,,15.57,Lateral-torsional+Local,,,,15.57,True,False,False,3b584d5cf338a5aa11cc55dc9f21f39f,False
306,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,290,116,58,1,145,3000,,,15.3,Lateral-torsional+Local,,,,15.3,True,False,False,0a3f84b5efa3c4b1d2d6f44b8593d488,False
307,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,290,116,58,3,145,2505,495,,15.05,Lateral-torsional+Local,,,,15.05,True,False,False,7c9b7f765badf7e1cb8f51e35f011395,False
308,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,348,116,58,1,145,3000,,,14.82,Lateral-torsional+Local,,,,14.82,True,False,False,8a6cb5e45e812e6685d0515a9e457183,False
309,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,348,116,58,1,145,2592,,,14.48,Lateral-torsional+Local,,,,14.48,True,False,False,094e3701ef741971d15a7132b2cb311b,False
310,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,290,145,72.5,1,145,3000,,,14.99,Lateral-torsional+Local,,,,14.99,True,False,False,45b8b2684ec6c674633f38a517f85b68,False
311,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,290,145,72.5,3,145,2505,495,,14.65,Lateral-torsional+Local,,,,14.65,True,False,False,5e3949193432d06b06987eddfa4249c1,False
312,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,362.5,145,72.5,1,145,3000,,,14.25,Lateral-torsional+Local,,,,14.25,True,False,False,4569f04825bf153a0a71a1c7332330d3,False
313,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,362.5,145,72.5,3,145,2613.75,386.25,,13.52,Lateral-torsional+Local,,,,13.52,True,False,False,43f60415e409cfe65620acb92d805d15,False
314,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,435,145,72.5,1,145,3000,,,13.63,Lateral-torsional+Local,,,,13.63,True,False,False,bf9141d1d5e972e6ac07dfdd3d77aed3,False
315,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,435,145,72.5,3,145,2722.5,277.5,,12.71,Lateral-torsional+Local,,,,12.71,True,False,False,151c98cab4dcddd5df2bf55e31a72d5f,False
316,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,348,174,87,1,145,3000,,,12.76,Lateral-torsional+Local,,,,12.76,True,False,False,be4be35294a8566470750a2aa0870f82,False
317,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,348,174,87,3,145,2592,408,,12.62,Lateral-torsional+Local,,,,12.62,True,False,False,cb8bba0ebdf2b8f24012e4eef253f1a1,False
318,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,435,174,87,1,145,3000,,,12.06,Lateral-torsional+Local,,,,12.06,True,False,False,103332ffc3b02eb9a410b370558e5ec6,False
319,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,435,174,87,3,145,2722.5,277.5,,11.98,Lateral-torsional+Local,,,,11.98,True,False,False,eb6ba40bfc4c49967977c0980db5575a,False
320,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,522,174,87,1,145,3000,,,11.52,Lateral-torsional+Local,,,,11.52,True,False,False,bdd95f93fff398856e2d718424eaec71,False
321,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,,6.33,elongated,522,174,87,3,145,2853,147,,11.38,Lateral-torsional+Local,,,,11.38,True,False,False,47faf717b3981dc3fb3e6bb24ab6cd65,False
322,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,192,96,48,1,120,2000,,,13.2,Lateral-torsional+Local,,,,13.2,True,False,False,dbea8d54260120b55ccb167468cfd0a3,False
323,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,240,96,48,1,120,2000,,,12.83,Lateral-torsional+Local,,,,12.83,True,False,False,3a6058d025c067e5a6096f88eb27c737,False
324,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,292,96,48,1,120,2000,,,12.41,Lateral-torsional+Local,,,,12.41,True,False,False,2a073d35b4747a6a661c8b9d5dda6feb,False
325,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,240,120,60,1,120,2000,,,12.62,Lateral-torsional+Local,,,,12.62,True,False,False,35b086c56c1da39f676a89c278f18d32,False
327,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,240,96,48,1,120,2000,,,12.18,Lateral-torsional+Local,,,,12.18,True,False,False,3a6058d025c067e5a6096f88eb27c737,False
328,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,288,144,72,1,120,2000,,,11.69,Lateral-torsional+Local,,,,11.69,True,False,False,59fecd56b78272f1d5e6a484b879111d,False
329,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,360,144,72,1,120,2000,,,12.34,Lateral-torsional+Local,,,,12.34,True,False,False,32aaa2ed42c53faed9459296d9a47a07,False
330,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,432,144,72,1,120,2000,,,11.16,Lateral-torsional+Local,,,,11.16,True,False,False,acad8dbfe68453bbe86deaac24b75ea7,False
331,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,232,116,58,1,145,2000,,,10.64,Lateral-torsional+Local,,,,10.64,True,False,False,4a3b5d46e3e56b67a0534c3407129cca,False
332,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,290,116,58,1,145,2000,,,19.38,Lateral-torsional+Local,,,,19.38,True,False,False,f5814afc550613e91b5d98ff95df50a8,False
333,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,290,145,72.5,1,145,2000,,,18.16,Lateral-torsional+Local,,,,18.16,True,False,False,58a87aa47bf76dabb1dbabb997624f4f,False
334,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,362.5,145,72.5,1,145,2000,,,18.72,Lateral-torsional+Local,,,,18.72,True,False,False,a9c9456452c123728eaef475c3bd517a,False
335,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,348,174,87,1,145,2000,,,18.37,Lateral-torsional+Local,,,,18.37,True,False,False,5a518b3aee9b0e1de4087aca08657ee4,False
336,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,435,174,87,1,145,2000,,,17.68,Lateral-torsional+Local,,,,17.68,True,False,False,fbd1fa24cec5dd06582e6970f5ac1806,False
337,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,522,174,87,1,145,2000,,,17.65,Lateral-torsional+Local,,,,17.65,True,False,False,1661bd3b90b4b91d0c93ee7f1a041f5f,False
338,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,192,96,48,1,120,3000,,,11.94,Lateral-torsional+Local,,,,11.94,True,False,False,c9569ab083fca0d777de5affdb50c53f,False
339,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,192,96,48,3,120,2478,570,,11.75,Lateral-torsional+Local,,,,11.75,True,False,False,e673cac1a62758dc197dc18bc191f946,False
340,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,240,96,48,1,120,3000,,,11.76,Lateral-torsional+Local,,,,11.76,True,False,False,dca14988b4f1fa478dad1bdc7855d8c1,False
341,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,240,96,48,3,120,2430,570,,11.6,Lateral-torsional+Local,,,,11.6,True,False,False,ce18f7262e7c08225218a62d1835e574,False
342,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,288,96,48,1,120,3048,,,11.58,Lateral-torsional+Local,,,,11.58,True,False,False,963c279579687325cf65d7816d746cda,False
343,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,288,96,48,3,120,2502,498,,11.41,Lateral-torsional+Local,,,,11.41,True,False,False,7c92c4df9bd7cd02299e19fe67d53071,False
344,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,240,120,60,3,120,3000,,,11.67,Lateral-torsional+Local,,,,11.67,True,False,False,7a5b9a94283420d8345ade98fccb8343,False
345,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,240,120,60,3,120,2430,570,,11.32,Lateral-torsional+Local,,,,11.32,True,False,False,3f06e4a668e410a05799a101e5c95d37,False
346,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,300,120,60,1,120,3000,,,11.12,Lateral-torsional+Local,,,,11.12,True,False,False,0a0dce3d81eec912054cde6bbc93e2f6,False
347,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,300,120,60,3,120,2520,480,,10.97,Lateral-torsional+Local,,,,10.97,True,False,False,fd64c2006a42e1fe9eafbc7b96757843,False
348,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,360,120,60,1,120,3000,,,10.64,Lateral-torsional+Local,,,,10.64,True,False,False,6fd7f9f6f4f02162595aa7e4e1dc547e,False
349,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,360,120,60,3,120,2610,390,,10.33,Lateral-torsional+Local,,,,10.33,True,False,False,fa2f4ff05f6cc78261f9adaf55d8357b,False
350,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,288,144,72,1,120,3000,,,10.57,Lateral-torsional+Local,,,,10.57,True,False,False,c617f30653fa0f185c22161c0b2a62b0,False
351,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,288,144,72,3,120,2502,498,,10.25,Lateral-torsional+Local,,,,10.25,True,False,False,0bd195310aa0697ac0d23496e708abcc,False
352,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,360,144,72,1,120,3000,,,9.96,Lateral-torsional+Local,,,,9.96,True,False,False,0c41e698174bd6f8aa4d6c418a25888e,False
353,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,360,144,72,3,120,2610,390,,9.62,Lateral-torsional+Local,,,,9.62,True,False,False,806dd35b8cdadc4f4ba02e0cf8b5a056,False
354,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,432,144,72,1,120,3000,,,9.48,Lateral-torsional+Local,,,,9.48,True,False,False,71571da1f7eb7125db563b7f1600c8ac,False
355,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,432,144,72,3,120,2718,282,,9.22,Lateral-torsional+Local,,,,9.22,True,False,False,aa1c6d696208367d9a2169f48101faff,False
356,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,232,116,58,1,145,3000,,,18.69,Lateral-torsional+Local,,,,18.69,True,False,False,2176bd19b6945c30e88bb85619db4a04,False
357,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,232,116,58,3,145,2418,582,,17.85,Lateral-torsional+Local,,,,17.85,True,False,False,3b584d5cf338a5aa11cc55dc9f21f39f,False
